count,sentiment,date,title
1,1,"Wed, 30 Aug 2017 07:00:00 GMT",Refinery to flight: The journey of a barrel of jet fuel - DLA
2,-1,"Mon, 11 Sep 2017 07:00:00 GMT","Hurricane Harvey caused U.S. Gulf Coast refinery runs to drop, gasoline prices to rise - EIA"
3,1,"Wed, 15 Mar 2017 07:00:00 GMT",Drilling Down on Oil: The Case of California’s Complex Midway Sunset Field - Carnegie Endowment for International Peace
4,1,"Fri, 16 Jun 2017 07:00:00 GMT",Reimagining supply-chain collaboration in a low-oil-price environment - McKinsey
5,1,"Fri, 21 Jul 2017 07:00:00 GMT",PT. Agra Bumi Niaga: Continues to destroy elephant habitat and sell Conflict Palm Oil to Suppliers of Major Brands Across the Globe - Rainforest Action Network
6,0,"Fri, 17 Nov 2017 08:00:00 GMT",Best Practices in Oil and Gas Supply Chain and Procurement - SupplyChainBrain
7,1,"Wed, 06 Dec 2017 08:00:00 GMT",Making Deforestation-Free Supply Chains A Reality: The Accountability Framework - The Nature Conservancy
8,1,"Thu, 23 Nov 2017 08:00:00 GMT","New map helps track palm-oil supply chains in Borneo - Forests News, Center for International Forestry Research"
9,1,"Mon, 23 Oct 2017 07:00:00 GMT",New data takes Trase soy supply chain mapping to the next level - Stockholm Environment Institute
10,1,"Wed, 22 Nov 2017 08:00:00 GMT",What Harvey Taught Us: Lessons From The Energy Industry - Forbes
11,-1,"Tue, 29 Aug 2017 07:00:00 GMT","Harvey could drive up gas prices, losses - Supply Chain Dive"
12,1,"Mon, 16 Oct 2017 07:00:00 GMT",The rise and fall of black gold: is peak oil demand just around the corner? - Wood Mackenzie
13,-1,"Tue, 25 Jul 2017 07:00:00 GMT","Lithium may be the new oil, but a double whammy looms for the battery market - Financial Post"
14,-1,"Tue, 01 Aug 2017 07:00:00 GMT",The Climate Crisis Hiding in Your Cookies - As You Sow
15,1,"Wed, 19 Apr 2017 07:00:00 GMT",Indonesian Women Risk Health to Supply Palm Oil to the West - Pulitzer Center on Crisis Reporting
16,-1,"Wed, 08 Nov 2017 08:00:00 GMT","Broad, International Coalition Calls Out PepsiCo for Ongoing Deforestation, Labor Rights Abuses in Palm Oil Supply Chain - Rainforest Action Network"
17,1,"Wed, 27 Sep 2017 04:01:57 GMT",Downstream - McKinsey
18,1,"Fri, 21 Apr 2017 07:00:00 GMT",Taming the Mad Dog: Making oil projects work in a low-price environment - McKinsey
19,1,"Wed, 08 Nov 2017 08:00:00 GMT",Four Years and Counting: When Will PepsiCo Cut Conflict Palm Oil? - Rainforest Action Network
20,0,"Fri, 27 Oct 2017 07:00:00 GMT","Nestlé, Hershey and Mars 'breaking promises over palm oil use' - The Guardian"
21,1,"Wed, 08 Nov 2017 08:00:00 GMT",Open Letter to PepsiCo: Address The Real Costs Of Conflict Palm Oil - Rainforest Action Network
22,-1,"Mon, 01 May 2017 07:00:00 GMT","NGO Attacks Pepsi’s Palm Oil Sourcing and Links to Deforestation, Human Rights Abuses - TriplePundit"
23,1,"Fri, 28 Apr 2017 07:00:00 GMT",Palm oil giant IOI moves to eliminate deforestation and human rights abuses from supply chain - greenpeace.org
24,1,"Thu, 21 Dec 2017 08:00:00 GMT",USAID Promotes Strategic Partnerships in Ghana’s Oil and Gas Sector - US Embassy in Ghana
25,-1,"Fri, 21 Jul 2017 07:00:00 GMT","Pepsico, Unilever and Nestlé accused of complicity in illegal rainforest destruction | Palm oil - The Guardian"
26,-1,"Thu, 01 Jun 2017 07:00:00 GMT",Brown University Students and Alumni Confront PepsiCo Executive on Labor Abuses - Rainforest Action Network
27,1,"Mon, 14 Aug 2017 07:00:00 GMT","PepsiCo’s Greenwash: All Talk, No Action - Rainforest Action Network"
28,1,"Tue, 08 Aug 2017 07:00:00 GMT",Nigerian oil and gas unions fight against precarious work - IndustriALL Global Union
29,1,"Fri, 29 Sep 2017 07:00:00 GMT",Companies' ‘zero deforestation’ pledges: everything you need to know - The Guardian
30,1,"Thu, 26 Oct 2017 07:00:00 GMT",Ask an Expert: The Role of Steel in a Changing Oil Industry - POSCO
31,1,"Wed, 08 Feb 2017 08:00:00 GMT",Decommission planned for North Sea Brent oil field - BBC.com
32,1,"Mon, 19 Jun 2017 07:00:00 GMT",Nutella maker wins court battle over rival's 'illegal' palm oil claims - The Guardian
33,1,"Wed, 20 Dec 2017 08:00:00 GMT",Chapter 4. Scotland's Economic Opportunity - The future of energy in Scotland: Scottish energy strategy - Scottish Government News
34,1,"Tue, 27 Jun 2017 07:00:00 GMT",Who’s using sustainable palm oil? - Eco-Business
35,1,"Mon, 31 Jul 2017 07:00:00 GMT",Abu Dhabi's Baron Point Petroleum signs JV with PetroVietnam Oil for US$150mn project in Vietnam - Oil Review Middle East
36,1,"Wed, 29 Nov 2017 08:00:00 GMT",UK Trade Envoy leads oil and gas trade mission to Uganda - GOV.UK
37,1,"Thu, 19 Oct 2017 07:00:00 GMT",All go at LAGCOE for Scottish O&G firms - Scottish Enterprise
38,1,"Fri, 27 Oct 2017 07:00:00 GMT",Irving Oil To Pay $4M For Its Role In Lac Megantic Disaster - Canadian Manufacturing
39,0,"Wed, 22 Mar 2017 07:00:00 GMT",New Rose Foundation CEO prioritises helping oil collectors and processors - Infrastructure News
40,1,"Thu, 25 May 2017 07:00:00 GMT",PSO to transport oil via Pakistan Railways - The Express Tribune
