count,sentiment,date,title
1,-1,"Wed, 31 Jan 2018 08:00:00 GMT",Cutting Methane Emissions from Oil and Gas Production: One of the Year’s Biggest Energy Challenges - Rocky Mountain Institute
2,0,"Fri, 04 May 2018 07:00:00 GMT",Neste continues to improve supply chain transparency – publishes updated palm oil and new PFAD supplier data - Neste
3,0,"Mon, 16 Jul 2018 07:00:00 GMT","Towards a More Sustainable and Efficient Palm Oil Supply Chain in Berau, East Kalimantan - Climate Policy Initiative"
4,1,"Tue, 25 Sep 2018 07:00:00 GMT",Deforestation-linked palm oil still finding its way into top consumer brands: report - Mongabay.com
5,1,"Sat, 23 Jun 2018 07:00:00 GMT",Major studies reveal 60% more methane emissions - Environmental Defense Fund
6,1,"Tue, 13 Nov 2018 08:00:00 GMT","Mondelez cuts ties with 12 palm oil suppliers, citing deforestation - Supply Chain Dive"
7,1,"Thu, 22 Feb 2018 08:00:00 GMT","Britain and Europe must tighten palm oil supply chains to save forests, EU parliament told - The Guardian"
8,1,"Tue, 06 Mar 2018 08:00:00 GMT",South Sudan’s leadership uses state-owned oil company Nilepet to funnel millions into brutal security services and ethnic militias - Global Witness
9,1,"Mon, 10 Dec 2018 08:00:00 GMT",Abu Dhabi Oil reveals IBM blockchain supply chain pilot - Ledger Insights
10,1,"Tue, 20 Feb 2018 08:00:00 GMT","Unilever publicly discloses palm oil supply chain: ‘You can’t outsource your responsibilities,’ says Polman - FoodNavigator.com"
11,-1,"Fri, 23 Nov 2018 08:00:00 GMT",Is palm oil the new plastic? Big brands and suppliers under fire over deforestation - GreenBiz
12,1,"Wed, 21 Feb 2018 08:00:00 GMT",Louisiana Offshore Oil Port loads first oil for export - WorkBoat
13,1,"Mon, 19 Mar 2018 07:00:00 GMT",Moment of Truth - Greenpeace International
14,1,"Mon, 26 Mar 2018 07:00:00 GMT","Turning down the heat in Indonesia’s oil palm industry - Forests News, Center for International Forestry Research"
15,1,"Sat, 20 Jan 2018 08:00:00 GMT",Characterising the distribution of methane and carbon dioxide emissions from the natural gas supply chain - ScienceDirect.com
16,1,"Tue, 04 Sep 2018 07:00:00 GMT",Shell remains as BMW’s recommended oil supplier - Shell Global
17,1,"Thu, 11 Jan 2018 08:00:00 GMT","Oil Giants See a Future in Offshore Wind Power. Their Suppliers Are Investing, Too. - InsideClimate News"
