count,sentiment,date,title
1,1,"Fri, 29 Oct 2021 07:00:00 GMT","West Texas crude oil will likely trade above $80 per barrel through the end of the year, energy analysts say - Houston Public Media"
2,-1,"Mon, 15 Nov 2021 08:00:00 GMT","As energy prices soar, supply chain snags threaten U.S. oil output gains - Reuters"
3,1,"Wed, 20 Jan 2021 08:00:00 GMT",The crude tall oil value chain: Global availability and the influence of regional energy policies - ScienceDirect.com
4,-1,"Thu, 21 Oct 2021 07:00:00 GMT",Surging Energy Prices May Not Ease Until Next Year - International Monetary Fund
5,1,"Fri, 17 Sep 2021 07:00:00 GMT","WWF research maps out palm oil trade flows from six key landscapes in Asia, in bid to improve traceability - WWF"
6,1,"Tue, 31 Aug 2021 07:00:00 GMT",Advancing Supply Chain Security in Oil and Gas: An Industry Analysis - World Economic Forum
7,-1,"Wed, 07 Jul 2021 07:00:00 GMT",Rising Oil and Gas Prices Add to U.S. Economic Challenges (Published 2021) - The New York Times
8,1,"Thu, 20 May 2021 07:00:00 GMT",What different scenarios tell us about the future of oil and gas - Wood Mackenzie
9,0,"Wed, 09 Jun 2021 07:00:00 GMT",Improving Oil Supply Security: Using a Risk Optimization Model to China and India - Wiley Online Library
10,1,"Wed, 25 Aug 2021 07:00:00 GMT",30 years on: How the collapse of the Soviet Union transformed Russia into a global oil and gas powerhouse - S&P Global
11,1,"Fri, 18 Jun 2021 18:48:00 GMT","Texas winter deep freeze broke refining, petrochemical supply chains - Federal Reserve Bank of Dallas"
12,1,"Wed, 08 Sep 2021 07:00:00 GMT","Palm oil, straight from the source(s) - Walgreens Boots Alliance"
13,0,"Tue, 22 Jun 2021 07:00:00 GMT","Creating Resilience, Sustainability, and Accountability in Supply Chains - Bain & Company"
14,1,"Mon, 01 Nov 2021 07:00:00 GMT",Data-driven platform looks to clear up fog of palm oil traceability - Mongabay.com
15,1,"Fri, 20 Aug 2021 07:00:00 GMT",Energy and health care are two sides of the same coin - ExxonMobil
16,-1,"Thu, 25 Nov 2021 08:00:00 GMT",Japan refiners dust off fuel oil supply chains to meet rising utility demand - Reuters
17,1,"Wed, 25 Aug 2021 07:00:00 GMT",How the oil and gas industry can take a lifecycle approach to reducing emissions - World Economic Forum
18,0,"Sat, 15 May 2021 07:00:00 GMT",A multi-objective optimisation model to reduce greenhouse gas emissions and costs in offshore natural gas upstream chains - ScienceDirect.com
19,1,"Mon, 17 May 2021 07:00:00 GMT",Here are 6 ways the energy sector can act on cyber threats - World Economic Forum
20,-1,"Wed, 01 Sep 2021 07:00:00 GMT",Extensive Ida storm damage hurts oil industry recovery effort - Reuters
21,1,"Wed, 22 Sep 2021 07:00:00 GMT",EV Impact: Electric vehicle growth to sever oil from key market - S&P Global
22,1,"Thu, 10 Jun 2021 07:00:00 GMT",Inside Mars' zero deforestation palm oil strategy - GreenBiz
23,1,"Wed, 24 Nov 2021 08:00:00 GMT",Strategies for OFSE companies confronting the energy transition - McKinsey
24,0,"Tue, 15 Jun 2021 07:00:00 GMT","As oil prices skyrocket, energy sector stocks rally after disastrous 2020 - S&P Global"
25,1,"Thu, 29 Jul 2021 07:00:00 GMT",The U.S. Remained The World’s Top Oil Producer In 2020 - Forbes
26,1,"Thu, 07 Oct 2021 07:00:00 GMT",The true price of palm oil - Global Witness
27,1,"Sun, 04 Apr 2021 01:59:17 GMT",Oil and Gas Petrochemicals logistics - CEVA Logistics
28,1,"Wed, 26 May 2021 07:00:00 GMT",How the sharing economy can transform asset-heavy industries - World Economic Forum
29,1,"Wed, 17 Mar 2021 07:00:00 GMT",Manufacturing energy and greenhouse gas emissions associated with plastics consumption - ScienceDirect.com
30,1,"Thu, 13 May 2021 07:00:00 GMT",The Future of Houston as Energy Transitions - Baker Institute
31,1,"Mon, 04 Jan 2021 08:00:00 GMT","Agribusiness giants ADM, Bunge trading in ‘conflict’ palm oil, report says - Mongabay.com"
