count,sentiment,date,title
1,1,"Tue, 06 May 2014 07:00:00 GMT",China’s Oil Future - Carnegie Endowment for International Peace
2,1,"Thu, 01 May 2014 07:00:00 GMT",Johnson & Johnson commits to zero deforestation for palm oil - Mongabay.com
3,0,"Tue, 18 Mar 2014 07:00:00 GMT",Reducing the Risk of Supply Chain Disruptions - MIT Sloan Management Review
4,1,"Fri, 21 Feb 2014 08:00:00 GMT",How Tracing The Oil In Your Pop-Tarts May Help Save Rain Forests : The Salt - NPR
5,0,"Wed, 18 Jun 2014 07:00:00 GMT",GE Wins Manufacturing Leadership Award for Development of Cloud-Based Supply Chain Platform - Business Wire
6,1,"Mon, 01 Dec 2014 08:00:00 GMT",Organizing to enable the shift from volume to value - McKinsey
7,1,"Wed, 05 Nov 2014 08:00:00 GMT",What we can do about the palm oil problem - GreenBiz
8,1,"Wed, 09 Apr 2014 07:00:00 GMT",Procter & Gamble bows to pressure on palm oil deforestation - The Guardian
9,1,"Wed, 12 Mar 2014 07:00:00 GMT","Your Donut Is Killing Our Forests, Here’s How To Make It Stop - Ecosystem Marketplace"
10,-1,"Mon, 10 Mar 2014 07:00:00 GMT",The real impact of high transportation costs - The Supply Chain Xchange
11,1,"Wed, 24 Sep 2014 07:00:00 GMT",Cargill commits to zero deforestation across entire global supply chain: all commodities - Mongabay.com
12,1,"Tue, 11 Mar 2014 07:00:00 GMT",Texas’s Oil and Water Tightrope - Carnegie Endowment for International Peace
13,0,"Wed, 12 Feb 2014 08:00:00 GMT","Despite falling palm oil price, premium for ‘sustainable’ product rises - Mongabay.com"
14,-1,"Wed, 15 Jan 2014 08:00:00 GMT",Mapping California’s Oil-Water Risks - Carnegie Endowment for International Peace
15,1,"Sat, 20 Sep 2014 07:00:00 GMT",Palm oil giants announce deforestation moratorium — effective immediately - Mongabay.com
16,1,"Tue, 25 Mar 2014 07:00:00 GMT",Grocery giant commits to zero-deforestation policy for palm oil sourcing - Mongabay.com
17,1,"Thu, 24 Apr 2014 07:00:00 GMT","Special Report: Palm oil, politics, and land use in Indonesian Borneo (Part I) - Mongabay.com"
18,1,"Fri, 21 Nov 2014 08:00:00 GMT",IKEA commits to zero deforestation palm oil - Mongabay.com
19,1,"Mon, 17 Nov 2014 08:00:00 GMT",Cargill to use drones to monitor zero deforestation commitment - Mongabay.com
20,1,"Wed, 09 Apr 2014 07:00:00 GMT","Cargill commits to zero deforestation, but environmentalists have questions - Mongabay.com"
21,1,"Thu, 31 Jul 2014 07:00:00 GMT",| Fueling the Oil and Gas Supply Chain - Inbound Logistics
22,1,"Fri, 06 Jun 2014 07:00:00 GMT",Greenpeace rates companies’ zero deforestation commitments - Mongabay.com
23,1,"Thu, 13 Nov 2014 08:00:00 GMT",Over 60% of world’s traded palm oil now bound by zero deforestation commitments - Mongabay.com
24,1,"Mon, 24 Nov 2014 08:00:00 GMT",Pepsi True Savaged on Amazon Over Palm Oil Controversy - TriplePundit
25,1,"Mon, 10 Mar 2014 07:00:00 GMT","Snickers, Twix to be deforestation-free - Mongabay.com"
26,-1,"Thu, 13 Feb 2014 08:00:00 GMT",Rising vegetable oil demand linked to deforestation - FoodNavigator.com
27,0,"Fri, 21 Nov 2014 08:00:00 GMT",Safeway Surpasses Sustainable Palm Oil Goal Early - 3BL Media
28,0,"Wed, 13 Aug 2014 07:00:00 GMT",Opportunities for UK oil and gas companies in Africa - GOV.UK
29,1,"Tue, 01 Jul 2014 07:00:00 GMT",How a New Map of Palm Oil Plantations Could Help Save Rainforests - WIRED
30,0,"Fri, 10 Jan 2014 08:00:00 GMT",Finding Gooey Goodness in Nutella's Huge Supply Chain - TriplePundit
31,1,"Wed, 09 Apr 2014 07:00:00 GMT",P&G promises 'deforestation free' palm oil - The Ecologist
32,-1,"Tue, 25 Feb 2014 08:00:00 GMT",Running on empty: Australia’s risky approach to oil supplies - theconversation.com
33,0,"Tue, 18 Nov 2014 08:00:00 GMT",North Sea oil & gas: alive and kicking? - The Manufacturer
34,1,"Thu, 27 Feb 2014 08:00:00 GMT",Greenpeace urges Procter & Gamble to reject harmful palm oil practices - The Guardian
35,1,"Thu, 13 Nov 2014 08:00:00 GMT",TWI and Safar Attend ADIPEC 2014 - WebWire
36,0,"Wed, 19 Feb 2014 08:00:00 GMT",Water Hydraulics Pushes Into High-Pressure Systems - Power & Motion
37,1,"Mon, 22 Sep 2014 07:00:00 GMT",Finnair flies to Climate Summit using recycled cooking oil - edie.net
38,1,"Wed, 09 Apr 2014 07:00:00 GMT",P&G to Eliminate Deforestation From Palm Oil Products - EcoWatch
39,0,"Mon, 13 Oct 2014 07:00:00 GMT",Tanzania offers oil and gas export opportunities for UK companies - GOV.UK
40,1,"Tue, 11 Nov 2014 08:00:00 GMT",Palm oil continues to destroy Indonesia’s wildlife - theconversation.com
41,1,"Tue, 09 Sep 2014 07:00:00 GMT",New | Cafe de Coral says lard from Taiwanese ‘gutter oil’ firm used at its Hong Kong branches - South China Morning Post
42,1,"Sat, 27 Sep 2014 07:00:00 GMT",Two Companies at Forefront of Certified Sustainable Palm Oil in India - WWF India
43,0,"Wed, 20 Aug 2014 07:00:00 GMT",Innovative concepts: Setting up Pakistan’s first rice bran oil plant - The Express Tribune
