count,sentiment,date,title
1,1,"Wed, 05 Oct 2011 07:00:00 GMT",WPSR provides comprehensive crude oil and refined products balances - EIA
2,1,"Thu, 14 Jul 2011 07:00:00 GMT",What Do Cargill’s Recent Palm Oil Commitments Mean For Its Customers? - Rainforest Action Network
3,1,"Wed, 21 Dec 2011 08:00:00 GMT",Is It Time to Rethink Your Manufacturing Strategy? - MIT Sloan Management Review
4,1,"Fri, 18 Mar 2011 07:00:00 GMT",Charting the Human Cost of Different Types of Energy - ProPublica
5,1,"Thu, 13 Jan 2011 08:00:00 GMT",Hedging as Energy-Management Strategy - IndustryWeek
6,1,"Sat, 05 Nov 2011 07:00:00 GMT",Filling up the future - The Economist
7,1,"Fri, 04 Feb 2011 08:00:00 GMT",Supply Chain Graphic of the Week: A Short History of Diesel Fuel Prices - Supply Chain Digest
8,1,"Tue, 01 Nov 2011 07:00:00 GMT",Toymaker Hasbro cuts deforestation from its supply chain - Mongabay.com
9,1,"Mon, 09 May 2011 07:00:00 GMT",GE Opens New Oil & Gas Manufacturing Facility in the United Kingdom - General Electric
10,1,"Fri, 02 Dec 2011 08:00:00 GMT",It’s time to take a hint from the physical supply chain and optimize the processes - Supply and Demand Chain Executive
11,1,"Fri, 11 Mar 2011 08:00:00 GMT",What we pay for in a gallon of regular gasoline - EIA
12,1,"Mon, 20 Jun 2011 07:00:00 GMT",Certified sustainable palm oil derivatives ‘prohibitively expensive’ in US - FoodNavigator-USA.com
13,1,"Wed, 19 Oct 2011 07:00:00 GMT",The most powerful companies you’ve never heard of: Glencore - theconversation.com
14,1,"Fri, 20 May 2011 07:00:00 GMT",Gas stations: We're the gouging victims - CNN
15,1,"Mon, 07 Nov 2011 08:00:00 GMT",ADM vs. Responsible Palm Oil & Human Rights - Rainforest Action Network
16,-1,"Wed, 09 Feb 2011 08:00:00 GMT",Breakthrough? Controversial palm oil company signs rainforest pact - Mongabay.com
17,1,"Mon, 21 Mar 2011 07:00:00 GMT",The Great RSPO Membership Myth: Why Buying from RSPO Members Is Meaningless - Rainforest Action Network
18,1,"Mon, 09 May 2011 07:00:00 GMT",A new front in the war over palm oil? - Mongabay.com
19,1,"Wed, 20 Apr 2011 07:00:00 GMT",Michelle Obama: Girl Scouts USA Needs a Palm Oil Intervention - Rainforest Action Network
20,1,"Fri, 18 Nov 2011 08:00:00 GMT","A Lonely Voice For Forests, People, And The Climate - Rainforest Action Network"
21,1,"Sun, 01 May 2011 07:00:00 GMT",Gas Development Executive Roundtable - Power Engineering®️
22,1,"Thu, 03 Mar 2011 08:00:00 GMT",Aligning Supply Chains with Real Customer Needs - Supply Chain Digest
23,1,"Sat, 26 Feb 2011 08:00:00 GMT","Stocks focus on jobs, oil, Libya - Feb. 26, 2011 - CNN"
24,1,"Tue, 03 May 2011 07:00:00 GMT",Take Action: Make Girl Scout Cookies Rainforest Safe - The Understory - Rainforest Action Network
25,1,"Thu, 28 Jul 2011 07:00:00 GMT",What Do Environmentalists And Animal Rights Activists Have In Common? - Rainforest Action Network
26,1,"Wed, 16 Mar 2011 07:00:00 GMT",McDonald’s: Want Sustainable Fries With That Shake? - Fast Company
27,0,"Tue, 16 Aug 2011 07:00:00 GMT",Learning curve continues for offshore wind supply chain - Renewable Energy Magazine
28,0,"Wed, 16 Nov 2011 08:00:00 GMT",Puma Ups Environmental P&L by $69m - Environment+Energy Leader
29,1,"Wed, 16 Mar 2011 07:00:00 GMT","OIL, GAS, PIPELINES AND GAS STORAGE - Scotland's Marine Atlas: Information for The National Marine Plan - Scottish Government News"
30,1,"Wed, 27 Apr 2011 07:00:00 GMT","GE Gas Power - GE Completes Acquisition of John Wood... - Europétrole, le portail de l ..."
31,1,"Tue, 12 Jul 2011 07:00:00 GMT",Turning Oil Sands into Pop Cans - TheTyee.ca
32,1,"Thu, 08 Sep 2011 07:00:00 GMT",Illegal Orangutan Skulls Found On Palm Oil Plantations - Rainforest Action Network
33,1,"Mon, 11 Apr 2011 07:00:00 GMT",Rapeseed oil fuels energy revolution - edie.net
34,1,"Wed, 16 Mar 2011 07:00:00 GMT",RENEWABLE ENERGY AND POWER CABLES - Scotland's Marine Atlas: Information for The National Marine Plan - Scottish Government News
35,1,"Thu, 21 Jul 2011 07:00:00 GMT",Mercedes-AMG brings cylinder deactivation to 5.5L V8; 30% reduction in fuel consumption - Green Car Congress
36,1,"Wed, 11 May 2011 07:00:00 GMT",Exclusive: How to get oil and gas business in Iraq - Oil and Gas Middle East
37,1,"Sun, 02 Jan 2011 08:00:00 GMT",Circular debt: Why the free market must replace stopgap measures - The Express Tribune
38,1,"Sun, 11 Dec 2011 08:00:00 GMT",Nato supplies from Karachi: An international fight throws a spanner in the works for the oil tanker business - The Express Tribune
39,1,"Thu, 03 Feb 2011 08:00:00 GMT",Baker Hughes opens Saudi Arabian production plant - Oil and Gas Middle East
