count,sentiment,date,title
1,-1,"Fri, 12 Apr 2024 07:00:00 GMT","Oil settles up on Middle East tensions, posts weekly loss - Reuters.com"
2,-1,"Tue, 02 Jan 2024 08:00:00 GMT",The impact of Russia–Ukraine war on crude oil prices: an EMC framework - Nature.com
3,1,"Thu, 18 Jan 2024 08:00:00 GMT",Oil Market Report - January 2024 – Analysis - IEA
4,1,"Tue, 10 Dec 2024 08:00:00 GMT",How the New Geopolitics of Energy Informs the Current Oil Price-Risk Relationship in the Middle East - Georgetown Journal of International Affairs
5,-1,"Wed, 17 Apr 2024 07:00:00 GMT",Will global oil supply be at risk if Iran and Israel pull the Middle East into war? - The Conversation
6,1,"Fri, 19 Apr 2024 10:54:23 GMT",Our palm oil supply chain - Unilever
7,1,"Thu, 05 Dec 2024 08:00:00 GMT",2025 Oil and Gas Industry Outlook - Deloitte
8,1,"Mon, 26 Aug 2024 12:00:55 GMT",ExxonMobil Global Outlook: Our view to 2050 - ExxonMobil
9,1,"Sat, 07 Dec 2024 14:27:59 GMT",Crude Oil - S&P Global
10,-1,"Fri, 11 Oct 2024 07:00:00 GMT",The Volatile Prices of Crude Oil Amid the Hezbollah-Israel Ceasefire - Modern Diplomacy
11,-1,"Mon, 29 Jan 2024 08:00:00 GMT","Red Sea conflict could disrupt supply chain, spur energy prices - Axios"
12,1,"Fri, 12 Jan 2024 08:00:00 GMT","What the US attack in Yemen means for oil prices, inflation - ABC News"
13,-1,"Wed, 22 May 2024 07:00:00 GMT",Forecast strong hurricane season presents risk for U.S. oil and natural gas industry - EIA
14,-1,"Mon, 15 Apr 2024 07:00:00 GMT",Oil prices lower after Iran attack on Israel - BBC.com
15,1,"Thu, 17 Oct 2024 07:00:00 GMT",Fossil Fuel Investigations: How to Find Stories Using Oil and Gas Supply Chains - Global Investigative Journalism Network
16,1,"Thu, 07 Nov 2024 08:00:00 GMT",Key considerations for CEOs in the oil and gas sector - McKinsey
17,-1,"Thu, 25 Jan 2024 08:00:00 GMT",Houthi attacks in the Red Sea hurt global trade and slow the energy transition - Atlantic Council
18,0,"Thu, 25 Jan 2024 08:00:00 GMT","Oil jumps, settles up 3% on strong US economy, Red Sea tensions - Reuters.com"
19,1,"Fri, 01 Nov 2024 07:00:00 GMT","US ELECTIONS: Oil, biofuel industries weigh uncertain impact of Trump tariffs - S&P Global"
20,-1,"Wed, 07 Feb 2024 08:00:00 GMT","Red Sea turmoil has so far spared oil supplies, but buyers have reasons to worry - S&P Global"
21,1,"Mon, 24 Jun 2024 07:00:00 GMT",Dynamic analysis of the relationship between exchange rates and oil prices: a comparison between oil exporting and oil importing countries | Humanities and Social Sciences Communications - Nature.com
22,-1,"Tue, 02 Jan 2024 08:00:00 GMT",Rising Container & Oil Prices Putting Squeeze on Logistics - Supply Chain Digital
23,-1,"Wed, 03 Jul 2024 07:00:00 GMT",Hurricane Beryl highlights the rising risks to U.S. oil and gas production - Real Economy Blog
24,1,"Thu, 14 Mar 2024 07:00:00 GMT",Investigating the countries and companies behind Israeli crude oil and fuel supply chains - Oil Change International
25,1,"Mon, 16 Dec 2024 08:00:00 GMT","Supply chains of over 100 fashion brands linked to oil, gas fracking in Texas - ESG Dive"
26,1,"Thu, 07 Nov 2024 08:00:00 GMT",Used cooking oil (UCO) futures contract: frequently asked questions - Fastmarkets news
27,1,"Wed, 24 Jan 2024 08:00:00 GMT",Global Energy Perspective 2023: Oil outlook - McKinsey
28,1,"Tue, 20 Aug 2024 07:00:00 GMT",Saudi-China ties and renminbi-based oil trade - S&P Global
29,1,"Thu, 11 Jul 2024 07:00:00 GMT","Nigeria reaches oil supply deal, ending dispute with producers - Reuters.com"
30,-1,"Wed, 02 Oct 2024 07:00:00 GMT","Prolonged port strike could shake up the oil and gas industry, experts say - Fox Business"
31,1,"Thu, 18 Apr 2024 07:00:00 GMT",Snack giant PepsiCo sourced palm oil from razed Indigenous land - The Bureau of Investigative Journalism
32,1,"Tue, 27 Feb 2024 08:00:00 GMT",Reality Check: US Natural Gas Is Not a “Cleaner” Alternative Fuel - Rocky Mountain Institute
33,0,"Tue, 21 May 2024 07:00:00 GMT",Saudi Crown Prince promises stable oil supply to Japan - Reuters.com
34,-1,"Wed, 14 Feb 2024 08:00:00 GMT",OPEC Report Shows Uneven Delivery of New Oil Production Cuts - SupplyChainBrain
35,1,"Tue, 11 Jun 2024 07:00:00 GMT",A crude awakening to Russian oil’s resilience | Infographic - Hinrich Foundation
36,1,"Thu, 03 Oct 2024 07:00:00 GMT",What the Middle East conflict means for oil and LNG - Wood Mackenzie
37,1,"Wed, 07 Aug 2024 07:00:00 GMT",Exclusive: US EPA says it is auditing biofuel producers' used cooking oil supply - Reuters.com
38,-1,"Mon, 16 Sep 2024 07:00:00 GMT",Global Oil Supply Chains & the Impact of Ongoing Conflicts in the Middle East - Butane-Propane News (BPN)
39,0,"Fri, 19 Apr 2024 06:03:01 GMT",Protecting and regenerating nature - Unilever
40,-1,"Fri, 04 Oct 2024 07:00:00 GMT",U.S. Averts Supply Chain Crisis with Port Strike Deal - OilPrice.com
41,1,"Mon, 16 Sep 2024 07:00:00 GMT",U.S.-India Strategic Clean Energy Partnership Ministerial Joint Statement - Energy.gov
42,-1,"Wed, 23 Oct 2024 07:00:00 GMT",Energy Supply Chains Face Challenges and Opportunities - OilPrice.com
43,-1,"Tue, 01 Oct 2024 07:00:00 GMT",Rystad Energy: Cost of new upstream oil projects rises further - Oil & Gas Journal
44,1,"Fri, 22 Mar 2024 07:00:00 GMT",PalmWatch platform pushes for farm-to-fork traceability of palm oil - Mongabay.com
45,-1,"Tue, 02 Apr 2024 07:00:00 GMT","Mexico to Halt Some Oil Exports, Further Squeezing Global Market - SupplyChainBrain"
46,-1,"Mon, 23 Sep 2024 07:00:00 GMT",Looming Port Strike Threatens to Cripple East Coast Supply Chains - OilPrice.com
47,1,"Thu, 11 Jan 2024 08:00:00 GMT",India Scraps Plan for $602M Strategic Oil Reserve Top-Up - SupplyChainBrain
48,1,"Sat, 07 Dec 2024 14:11:35 GMT",Crude Oil Market Data - S&P Global
49,0,"Tue, 16 Apr 2024 07:00:00 GMT","Global Economy Remains Resilient Despite Uneven Growth, Challenges Ahead - International Monetary Fund"
50,-1,"Tue, 27 Feb 2024 08:00:00 GMT",Shortage of Oil Tankers at Hand as Red Sea Attacks Divert Trade - SupplyChainBrain
51,0,"Mon, 08 Jan 2024 22:40:26 GMT",Engaging communities and our supply chain - ExxonMobil
52,-1,"Thu, 12 Dec 2024 08:00:00 GMT",Policy Shifts and Supply Chain Disruptions Drive Copper Bull Run - OilPrice.com
53,1,"Wed, 30 Oct 2024 08:26:09 GMT",Fig. 1. Various Segments Of Oil Supply Chain [9]. - ResearchGate
54,1,"Wed, 17 Jul 2024 07:00:00 GMT",How Fossil Fuels Drive Inflation and Make Life Less Affordable for Canadians - IISD Reporting Services
55,1,"Wed, 13 Mar 2024 07:00:00 GMT",Biden isn’t advertising America’s record oil boom - Vox.com
56,-1,"Fri, 26 Apr 2024 07:00:00 GMT",Sailing through storms: The fallout of Red Sea disruptions for global trade and inflation - CEPR
57,0,"Mon, 25 Nov 2024 08:00:00 GMT","Hedge fund bets on a key oil and gas supply chain stock, saying it could rise over 300% - CNBC"
58,-1,"Wed, 11 Dec 2024 08:00:00 GMT",The new energy shock: Complacency in oil markets could ignite a global crisis - The Interpreter
59,-1,"Thu, 15 Aug 2024 07:00:00 GMT",COVID-19 inflation was a supply shock - Brookings Institution
60,0,"Wed, 04 Sep 2024 07:00:00 GMT",World's Strongest Cranes Could De-Bottleneck Energy Supply Chain - OilPrice.com
61,1,"Mon, 29 Apr 2024 07:00:00 GMT",Is the world replacing oil dependency with critical minerals? - World Economic Forum
62,1,"Thu, 15 Feb 2024 08:00:00 GMT",What Are the Main Substitutes for Oil and Gas Energy? - Investopedia
63,0,"Fri, 19 Apr 2024 10:07:41 GMT",Our deforestation-free progress - Unilever
64,-1,"Tue, 01 Oct 2024 07:00:00 GMT",Iran Missile Strike On Israel Sparks Fears In Global Oil Markets - Forbes
65,-1,"Tue, 20 Aug 2024 07:00:00 GMT",Why U.S. Refiners Are Worried About Canada's New Oil Policy - OilPrice.com
